ticket_id,customer_id,match_id,ticket_type,purchase_date,quantity,unit_price,total_revenue,section,discount_code,sales_channel
T0000280,C001804,M001,Single Match,2025-02-05,1,29.89,29.89,Supporters' End,WELCOME,Online
T0000281,C000464,M001,Season Ticket,2024-12-27,2,22.2,44.4,Supporters' End,MEMBER,Mobile App
T0000282,C002504,M001,Single Match,2025-03-06,1,32.69,32.69,Supporters' End,,Mobile App
T0000283,C002353,M001,Season Ticket,2024-09-17,3,23.15,69.45,Supporters' End,MEMBER,Online
T0000284,C002728,M001,Season Ticket,2025-02-22,1,23.48,23.48,Supporters' End,MEMBER,Online
T0000285,C000856,M001,Single Match,2025-02-25,2,41.47,82.94,East Sideline,WELCOME,Mobile App
T0000286,C001060,M001,Season Ticket,2024-10-04,1,31.88,31.88,West Sideline,MEMBER,Sales Representative
T0000287,C001917,M001,Season Ticket,2024-12-25,3,33.2,99.6,West Sideline,MEMBER,Online
T0000288,C000109,M001,Season Ticket,2024-12-25,2,35.76,71.52,West Sideline,MEMBER,Online
T0000289,C002784,M001,Season Ticket,2024-09-14,2,33.22,66.44,West Sideline,MEMBER,Online
T0000290,C001792,M001,Single Match,2025-01-09,4,35.48,141.92,Family Zone,,Online
T0000291,C000366,M001,Season Ticket,2024-10-11,1,30.58,30.58,East Sideline,MEMBER,Mobile App
T0000292,C002285,M001,Season Ticket,2024-11-16,2,43.18,86.36,Club Level,MEMBER,Box Office
T0000293,C001871,M001,Season Ticket,2024-10-31,1,23.59,23.59,Supporters' End,MEMBER,Online
T0000294,C002085,M001,Group,2025-01-05,12,25.45,305.4,East Sideline,GROUP15,Online
T0000295,C002087,M001,Single Match,2024-12-31,2,44.41,88.82,East Sideline,,Online
T0000296,C001392,M001,Group,2025-02-09,10,18.46,184.6,North End,GROUP15,Box Office
T0000297,C002957,M001,Season Ticket,2024-09-04,2,22.99,45.98,Supporters' End,MEMBER,Box Office
T0000298,C000730,M001,Group,2025-01-25,20,18.39,367.8,Family Zone,GROUP15,Sales Representative
T0000299,C000021,M001,Single Match,2025-02-15,3,42.11,126.33,East Sideline,,Mobile App
T0000300,C002892,M001,Season Ticket,2025-02-06,1,34.85,34.85,West Sideline,MEMBER,Box Office
T0000301,C000287,M001,Season Ticket,2024-10-07,2,22.24,44.48,Supporters' End,MEMBER,Box Office
T0000302,C000476,M001,Single Match,2025-01-13,1,41.99,41.99,West Sideline,,Sales Representative
T0000303,C001740,M001,Season Ticket,2024-12-18,1,31.5,31.5,East Sideline,MEMBER,Mobile App
T0000304,C002166,M001,Season Ticket,2024-09-17,3,32.05,96.15,East Sideline,MEMBER,Sales Representative
T0000305,C001234,M001,Single Match,2025-02-08,2,33.49,66.98,Supporters' End,,Online
T0000306,C001089,M001,Season Ticket,2024-11-29,2,33.12,66.24,West Sideline,MEMBER,Online
T0000307,C000803,M001,Season Ticket,2024-12-02,1,31.71,31.71,East Sideline,MEMBER,Online
T0000308,C000513,M001,Season Ticket,2024-12-15,2,24.32,48.64,Supporters' End,MEMBER,Mobile App
T0000309,C002090,M001,Single Match,2025-02-14,1,32.53,32.53,Supporters' End,,Online
T0000310,C002554,M001,Season Ticket,2025-02-22,3,21.66,64.98,Supporters' End,MEMBER,Mobile App
T0000311,C001419,M001,Season Ticket,2024-12-13,1,35.15,35.15,West Sideline,MEMBER,Box Office
T0000312,C001427,M001,Single Match,2025-02-26,3,29.0,87.0,Supporters' End,FAMILY,Online
T0000313,C000606,M001,Group,2024-12-13,16,18.6,297.6,North End,GROUP15,Sales Representative
T0000314,C000964,M001,Premium,2025-02-09,6,174.75,1048.5,Fieldside,FAMILY,Online
T0000315,C000550,M001,Single Match,2025-01-13,1,34.98,34.98,Family Zone,,Mobile App
T0000316,C003079,M001,Single Match,2025-01-22,2,45.78,91.56,West Sideline,,Online
T0000317,C002703,M001,Single Match,2025-03-04,2,42.38,84.76,West Sideline,,Mobile App
T0000318,C001051,M001,Season Ticket,2025-02-11,1,32.23,32.23,East Sideline,MEMBER,Sales Representative
T0000319,C001336,M001,Single Match,2025-02-08,2,47.68,95.36,West Sideline,,Online
T0000320,C000872,M001,Single Match,2024-12-25,2,44.84,89.68,West Sideline,,Online
T0000321,C002171,M001,Season Ticket,2024-09-15,3,42.31,126.93,Club Level,MEMBER,Mobile App
T0000322,C000689,M001,Premium,2024-12-25,2,178.3,356.6,Club Level,,Online
T0000323,C002001,M001,Season Ticket,2024-11-04,1,33.61,33.61,West Sideline,MEMBER,Sales Representative
T0000324,C003071,M001,Season Ticket,2024-09-29,1,23.77,23.77,Supporters' End,MEMBER,Mobile App
T0000325,C001881,M001,Season Ticket,2024-08-22,1,34.24,34.24,West Sideline,MEMBER,Box Office
T0000326,C001626,M001,Season Ticket,2025-01-12,4,23.79,95.16,Supporters' End,MEMBER,Mobile App
T0000327,C000862,M001,Season Ticket,2025-02-27,1,32.3,32.3,East Sideline,MEMBER,Online
T0000328,C000599,M001,Season Ticket,2025-02-10,1,33.04,33.04,West Sideline,MEMBER,Online
T0000329,C002113,M001,Season Ticket,2025-01-19,3,21.35,64.05,Supporters' End,MEMBER,Mobile App
T0000330,C001454,M001,Single Match,2025-01-22,2,43.37,86.74,East Sideline,,Mobile App
T0000331,C002601,M001,Season Ticket,2025-02-22,1,34.13,34.13,West Sideline,MEMBER,Mobile App
T0000332,C002666,M001,Season Ticket,2024-09-19,2,35.29,70.58,West Sideline,MEMBER,Mobile App
T0000333,C002498,M001,Premium,2025-01-07,1,176.56,176.56,Club Level,,Online
T0000334,C000685,M001,Season Ticket,2025-02-02,1,24.07,24.07,Supporters' End,MEMBER,Sales Representative
T0000335,C003065,M001,Season Ticket,2024-09-14,1,31.56,31.56,East Sideline,MEMBER,Online
T0000336,C000526,M001,Season Ticket,2025-02-18,2,31.64,63.28,East Sideline,MEMBER,Online
T0000337,C002509,M001,Season Ticket,2024-12-28,1,22.63,22.63,Supporters' End,MEMBER,Online
T0000338,C000382,M001,Premium,2025-02-16,1,181.59,181.59,Fieldside,,Sales Representative
T0000339,C001779,M001,Season Ticket,2024-12-20,1,33.68,33.68,East Sideline,MEMBER,Online
T0000340,C000145,M001,Season Ticket,2025-01-07,2,30.2,60.4,East Sideline,MEMBER,Mobile App
T0000341,C002008,M001,Single Match,2025-01-29,2,33.21,66.42,Supporters' End,,Online
T0000342,C000760,M001,Single Match,2025-01-11,2,48.44,96.88,West Sideline,,Mobile App
T0000343,C001633,M001,Season Ticket,2024-10-20,2,42.46,84.92,Club Level,MEMBER,Online
T0000344,C002575,M001,Single Match,2025-02-25,2,44.97,89.94,East Sideline,,Online
T0000345,C000704,M001,Single Match,2024-12-24,2,44.7,89.4,East Sideline,,Box Office
T0000346,C001082,M001,Season Ticket,2024-11-26,2,22.59,45.18,Supporters' End,MEMBER,Box Office
T0000347,C001954,M001,Single Match,2025-01-04,2,46.66,93.32,West Sideline,,Online
T0000348,C002851,M001,Single Match,2025-01-03,2,33.81,67.62,Supporters' End,,Mobile App
T0000349,C000613,M001,Single Match,2025-03-05,2,31.38,62.76,Supporters' End,,Online
T0000350,C002688,M001,Premium,2025-01-21,2,165.81,331.62,Club Level,,Online
T0000351,C002105,M001,Season Ticket,2024-10-26,1,32.77,32.77,West Sideline,MEMBER,Online
T0000352,C001145,M001,Season Ticket,2025-02-03,1,24.19,24.19,Supporters' End,MEMBER,Online
T0000353,C001142,M001,Single Match,2025-02-13,2,28.27,56.54,Supporters' End,WELCOME,Online
T0000354,C001166,M001,Single Match,2024-12-31,1,44.77,44.77,West Sideline,,Online
T0000355,C002408,M001,Season Ticket,2024-09-12,2,32.42,64.84,West Sideline,MEMBER,Mobile App
T0000356,C001314,M001,Season Ticket,2024-10-31,2,45.99,91.98,Club Level,MEMBER,Online
T0000357,C001043,M001,Season Ticket,2025-02-14,1,22.65,22.65,Supporters' End,MEMBER,Mobile App
T0000358,C001803,M001,Season Ticket,2024-10-21,2,23.27,46.54,Supporters' End,MEMBER,Online
T0000359,C003116,M001,Single Match,2025-01-25,4,31.11,124.44,Supporters' End,,Online
T0000360,C002700,M001,Single Match,2025-01-13,1,30.42,30.42,Family Zone,SUMMIT10,Box Office
T0000361,C003184,M001,Premium,2025-03-06,3,209.23,627.69,Summit Suites,SUMMIT10,Sales Representative
T0000362,C000739,M001,Season Ticket,2024-08-12,1,22.32,22.32,Supporters' End,MEMBER,Sales Representative
T0000363,C002074,M001,Premium,2024-12-28,1,181.95,181.95,Club Level,,Box Office
T0000364,C001883,M001,Group,2025-01-02,10,18.88,188.8,Family Zone,GROUP15,Sales Representative
T0000365,C002604,M001,Season Ticket,2025-02-21,1,32.09,32.09,East Sideline,MEMBER,Online
T0000366,C002799,M001,Season Ticket,2024-10-20,1,24.14,24.14,Supporters' End,MEMBER,Online
T0000367,C000951,M001,Season Ticket,2024-09-05,2,24.15,48.3,Supporters' End,MEMBER,Sales Representative
T0000368,C001525,M001,Single Match,2025-02-24,1,33.22,33.22,Supporters' End,,Mobile App
T0000369,C003168,M001,Season Ticket,2024-09-07,2,28.88,57.76,East Sideline,MEMBER,Online
T0000370,C001847,M001,Season Ticket,2024-09-28,1,33.91,33.91,West Sideline,MEMBER,Mobile App
T0000371,C001522,M001,Season Ticket,2024-11-01,1,43.44,43.44,Club Level,MEMBER,Box Office
T0000372,C000923,M001,Single Match,2025-02-23,2,31.17,62.34,Family Zone,,Box Office
T0000373,C000132,M001,Season Ticket,2024-10-12,2,32.53,65.06,West Sideline,MEMBER,Sales Representative
T0000374,C002752,M001,Single Match,2025-01-27,1,47.77,47.77,West Sideline,,Online
T0000375,C000237,M001,Season Ticket,2024-11-15,1,33.11,33.11,West Sideline,MEMBER,Online
T0000376,C001545,M001,Season Ticket,2025-03-06,3,23.83,71.49,Supporters' End,MEMBER,Box Office
T0000377,C001193,M001,Single Match,2025-01-09,3,34.05,102.15,Family Zone,,Mobile App
T0000378,C000346,M001,Season Ticket,2024-12-30,2,32.3,64.6,West Sideline,MEMBER,Online
T0000379,C002184,M001,Season Ticket,2024-10-05,1,31.31,31.31,West Sideline,MEMBER,Sales Representative
T0000380,C002410,M001,Single Match,2025-02-13,2,44.31,88.62,West Sideline,,Online
T0000381,C003012,M001,Season Ticket,2024-09-19,3,42.99,128.97,Club Level,MEMBER,Mobile App
T0000382,C000560,M001,Season Ticket,2024-11-04,2,21.69,43.38,Supporters' End,MEMBER,Box Office
T0000383,C000652,M001,Single Match,2025-02-03,3,31.85,95.55,Supporters' End,,Mobile App
T0000384,C001284,M001,Single Match,2024-12-29,1,46.55,46.55,West Sideline,,Mobile App
T0000385,C001565,M001,Season Ticket,2024-09-01,1,32.28,32.28,East Sideline,MEMBER,Online
T0000386,C002733,M001,Single Match,2025-02-21,1,34.42,34.42,Family Zone,,Online
T0000387,C002239,M001,Single Match,2025-01-16,2,45.19,90.38,West Sideline,,Box Office
T0000388,C000083,M001,Single Match,2025-01-06,1,32.55,32.55,Supporters' End,,Online
T0000389,C001835,M001,Single Match,2025-02-02,4,28.75,115.0,Supporters' End,SUMMIT10,Mobile App
T0000390,C002795,M001,Single Match,2025-02-08,2,46.89,93.78,West Sideline,,Online
T0000391,C001568,M001,Season Ticket,2024-12-10,4,32.69,130.76,West Sideline,MEMBER,Mobile App
T0000392,C003107,M001,Season Ticket,2024-12-21,2,34.23,68.46,West Sideline,MEMBER,Online
T0000393,C001663,M001,Season Ticket,2024-12-12,2,31.24,62.48,East Sideline,MEMBER,Online
T0000394,C000776,M001,Season Ticket,2025-02-21,2,23.32,46.64,Supporters' End,MEMBER,Mobile App
T0000395,C003157,M001,Season Ticket,2024-09-08,1,32.54,32.54,East Sideline,MEMBER,Mobile App
T0000396,C001380,M001,Season Ticket,2024-08-27,1,22.77,22.77,Supporters' End,MEMBER,Sales Representative
T0000397,C001244,M001,Season Ticket,2024-09-20,4,31.49,125.96,East Sideline,MEMBER,Online
T0000398,C001486,M001,Season Ticket,2024-10-20,2,31.01,62.02,East Sideline,MEMBER,Mobile App
T0000399,C003130,M001,Single Match,2025-02-24,2,43.41,86.82,East Sideline,,Online
T0000400,C001215,M001,Season Ticket,2025-01-11,1,45.11,45.11,Club Level,MEMBER,Box Office
T0000401,C000675,M001,Premium,2025-01-05,2,145.79,291.58,Club Level,FAMILY,Online
T0000402,C000472,M001,Season Ticket,2024-09-07,1,42.22,42.22,Club Level,MEMBER,Box Office
T0000403,C000650,M001,Season Ticket,2024-09-10,2,33.99,67.98,West Sideline,MEMBER,Sales Representative
T0000404,C002922,M001,Season Ticket,2024-12-01,2,31.94,63.88,East Sideline,MEMBER,Online
T0000405,C000190,M001,Season Ticket,2024-11-26,2,31.24,62.48,East Sideline,MEMBER,Sales Representative
T0000406,C000808,M001,Season Ticket,2025-03-02,2,31.58,63.16,East Sideline,MEMBER,Mobile App
T0000407,C001842,M001,Single Match,2025-03-05,1,38.99,38.99,East Sideline,FAMILY,Box Office
T0000408,C001670,M001,Season Ticket,2024-12-08,2,30.59,61.18,East Sideline,MEMBER,Online
T0000409,C002366,M001,Season Ticket,2024-12-09,2,31.27,62.54,East Sideline,MEMBER,Online
T0000410,C000884,M001,Season Ticket,2025-01-29,2,31.57,63.14,West Sideline,MEMBER,Sales Representative
T0000411,C000611,M001,Single Match,2025-02-15,2,46.43,92.86,West Sideline,,Mobile App
T0000412,C000427,M001,Single Match,2025-03-05,2,43.38,86.76,West Sideline,,Mobile App
T0000413,C000893,M001,Single Match,2025-01-19,1,32.66,32.66,Family Zone,,Mobile App
T0000414,C001108,M001,Season Ticket,2024-09-14,2,23.6,47.2,Supporters' End,MEMBER,Online
T0000415,C003198,M001,Season Ticket,2024-10-17,3,32.02,96.06,West Sideline,MEMBER,Online
T0000416,C000470,M001,Single Match,2025-02-01,1,43.63,43.63,East Sideline,,Online
T0000417,C000566,M001,Season Ticket,2024-10-31,2,31.14,62.28,West Sideline,MEMBER,Sales Representative
T0000418,C000457,M001,Single Match,2024-12-30,2,32.05,64.1,Supporters' End,,Sales Representative
T0000419,C001489,M001,Season Ticket,2024-11-16,4,33.27,133.08,West Sideline,MEMBER,Online
T0000420,C002775,M001,Season Ticket,2024-08-14,4,33.53,134.12,West Sideline,MEMBER,Mobile App
T0000421,C002258,M001,Season Ticket,2024-11-04,3,23.14,69.42,Supporters' End,MEMBER,Sales Representative
T0000422,C002798,M001,Season Ticket,2024-12-08,1,30.7,30.7,East Sideline,MEMBER,Online
T0000423,C001764,M001,Season Ticket,2024-11-07,1,30.23,30.23,East Sideline,MEMBER,Sales Representative
T0000424,C001649,M001,Single Match,2025-01-18,1,31.88,31.88,Supporters' End,,Box Office
T0000425,C000350,M001,Single Match,2025-02-17,2,49.08,98.16,West Sideline,,Mobile App
T0000426,C002811,M001,Season Ticket,2024-10-05,1,22.43,22.43,Supporters' End,MEMBER,Online
T0000427,C001813,M001,Single Match,2025-01-02,2,33.4,66.8,Supporters' End,,Online
T0000428,C000409,M001,Season Ticket,2025-01-22,3,30.14,90.42,East Sideline,MEMBER,Box Office
T0000429,C002145,M001,Season Ticket,2024-11-30,2,33.77,67.54,West Sideline,MEMBER,Mobile App
T0000430,C000396,M001,Season Ticket,2024-08-24,2,22.58,45.16,Supporters' End,MEMBER,Online
T0000431,C001139,M001,Single Match,2025-03-01,1,32.0,32.0,Supporters' End,,Online
T0000432,C002490,M001,Season Ticket,2024-10-22,2,27.61,55.22,East Sideline,MEMBER,Online
T0000433,C003054,M001,Season Ticket,2025-02-22,2,24.31,48.62,Supporters' End,MEMBER,Online
T0000434,C002949,M001,Single Match,2025-01-12,2,34.75,69.5,Family Zone,,Online
T0000435,C000482,M001,Season Ticket,2025-01-08,1,31.15,31.15,East Sideline,MEMBER,Mobile App
T0000436,C001413,M001,Season Ticket,2025-01-29,3,33.83,101.49,West Sideline,MEMBER,Mobile App
T0000437,C002562,M001,Season Ticket,2024-08-15,2,32.93,65.86,West Sideline,MEMBER,Mobile App
T0000438,C000895,M001,Season Ticket,2024-12-17,2,32.08,64.16,West Sideline,MEMBER,Mobile App
T0000439,C000244,M001,Season Ticket,2024-08-11,2,22.73,45.46,Supporters' End,MEMBER,Mobile App
T0000440,C002962,M001,Group,2025-01-09,30,22.79,683.7,East Sideline,GROUP15,Online
T0000441,C000555,M001,Single Match,2024-12-23,2,34.57,69.14,Supporters' End,,Mobile App
T0000442,C000628,M001,Season Ticket,2024-10-26,2,32.43,64.86,West Sideline,MEMBER,Mobile App
T0000443,C000841,M001,Season Ticket,2024-12-04,2,34.6,69.2,West Sideline,MEMBER,Online
T0000444,C000556,M001,Season Ticket,2025-02-02,2,24.33,48.66,Supporters' End,MEMBER,Sales Representative
T0000445,C002142,M001,Single Match,2024-12-29,2,41.37,82.74,West Sideline,WELCOME,Online
T0000446,C001910,M001,Premium,2025-01-16,1,184.3,184.3,Club Level,,Box Office
T0000447,C001175,M001,Premium,2025-01-12,4,176.65,706.6,Club Level,,Online
T0000448,C002269,M001,Group,2024-12-31,12,25.54,306.48,East Sideline,GROUP15,Online
T0000449,C002200,M001,Season Ticket,2025-03-02,1,29.15,29.15,East Sideline,MEMBER,Mobile App
T0000450,C003199,M001,Season Ticket,2025-02-19,1,33.93,33.93,West Sideline,MEMBER,Mobile App
T0000451,C001003,M001,Season Ticket,2024-09-28,2,23.21,46.42,Supporters' End,MEMBER,Online
T0000452,C002975,M001,Single Match,2024-12-28,4,46.32,185.28,East Sideline,,Online
T0000453,C002506,M001,Season Ticket,2024-09-07,1,31.02,31.02,East Sideline,MEMBER,Online
T0000454,C002522,M001,Season Ticket,2024-10-26,1,22.79,22.79,Supporters' End,MEMBER,Mobile App
T0000455,C002011,M001,Season Ticket,2024-08-10,1,23.35,23.35,Supporters' End,MEMBER,Online
T0000456,C002167,M001,Single Match,2025-03-03,2,32.51,65.02,Supporters' End,,Online
T0000457,C003014,M001,Season Ticket,2025-01-19,2,22.47,44.94,Supporters' End,MEMBER,Mobile App
T0000458,C000014,M001,Single Match,2025-02-19,2,34.97,69.94,Family Zone,,Online
T0000459,C002103,M001,Season Ticket,2024-08-26,1,23.53,23.53,Supporters' End,MEMBER,Sales Representative
T0000460,C000180,M001,Group,2025-02-18,25,19.67,491.75,Family Zone,GROUP15,Online
T0000461,C002639,M001,Season Ticket,2024-12-22,3,29.81,89.43,East Sideline,MEMBER,Sales Representative
T0000462,C002056,M001,Single Match,2025-01-21,2,34.0,68.0,Family Zone,,Online
T0000463,C001669,M001,Single Match,2025-02-20,2,32.29,64.58,Family Zone,WELCOME,Box Office
T0000464,C002759,M001,Season Ticket,2025-02-24,1,30.29,30.29,East Sideline,MEMBER,Box Office
T0000465,C001511,M001,Season Ticket,2024-12-02,1,23.36,23.36,Supporters' End,MEMBER,Online
T0000466,C002098,M001,Single Match,2025-01-11,2,46.63,93.26,East Sideline,,Box Office
T0000467,C001662,M001,Premium,2025-02-19,2,162.89,325.78,Club Level,WELCOME,Mobile App
T0000468,C002614,M001,Season Ticket,2025-02-27,1,22.84,22.84,Supporters' End,MEMBER,Mobile App
T0000469,C002465,M001,Single Match,2025-01-25,2,34.68,69.36,Family Zone,,Mobile App
T0000470,C001035,M001,Season Ticket,2024-09-15,2,33.35,66.7,West Sideline,MEMBER,Online
T0000471,C000356,M001,Single Match,2025-01-13,4,42.18,168.72,East Sideline,,Sales Representative
T0000472,C000896,M001,Season Ticket,2024-09-25,1,31.11,31.11,East Sideline,MEMBER,Mobile App
T0000473,C000928,M001,Season Ticket,2025-02-19,3,32.79,98.37,West Sideline,MEMBER,Online
T0000474,C002616,M001,Season Ticket,2024-10-18,2,33.53,67.06,West Sideline,MEMBER,Mobile App
T0000475,C003143,M001,Season Ticket,2025-02-03,4,33.64,134.56,West Sideline,MEMBER,Online
T0000476,C002755,M001,Single Match,2025-02-18,1,34.78,34.78,Family Zone,,Online
T0000477,C001198,M001,Single Match,2025-01-18,3,44.5,133.5,East Sideline,,Mobile App
T0000478,C002438,M001,Single Match,2025-02-23,2,32.66,65.32,Supporters' End,,Online
T0000479,C001184,M001,Season Ticket,2025-01-16,1,23.45,23.45,Supporters' End,MEMBER,Online
T0000480,C000861,M001,Single Match,2025-03-06,2,43.68,87.36,West Sideline,,Box Office
T0000481,C002695,M001,Season Ticket,2024-08-28,1,31.74,31.74,East Sideline,MEMBER,Online
T0000482,C000524,M001,Season Ticket,2024-12-17,1,30.94,30.94,East Sideline,MEMBER,Online
T0000483,C002328,M001,Single Match,2025-03-07,2,45.48,90.96,East Sideline,,Online
T0000484,C001396,M001,Premium,2025-02-26,3,176.04,528.12,Club Level,,Sales Representative
T0000485,C000583,M001,Single Match,2025-01-20,1,43.46,43.46,East Sideline,,Sales Representative
T0000486,C001736,M001,Season Ticket,2024-12-16,2,28.41,56.82,East Sideline,MEMBER,Mobile App
T0000487,C000844,M001,Season Ticket,2024-11-03,2,32.2,64.4,West Sideline,MEMBER,Box Office
T0000488,C001820,M001,Group,2024-12-13,20,24.06,481.2,East Sideline,GROUP15,Box Office
T0000489,C002261,M001,Season Ticket,2024-11-28,3,31.38,94.14,East Sideline,MEMBER,Online
T0000490,C002939,M001,Season Ticket,2025-02-21,1,22.05,22.05,Supporters' End,MEMBER,Box Office
T0000491,C000230,M001,Season Ticket,2024-09-16,2,31.18,62.36,East Sideline,MEMBER,Online
T0000492,C000558,M001,Season Ticket,2024-12-31,1,23.49,23.49,Supporters' End,MEMBER,Sales Representative
T0000493,C000227,M001,Season Ticket,2024-08-18,1,33.46,33.46,West Sideline,MEMBER,Online
T0000494,C002044,M001,Group,2024-12-17,10,17.88,178.8,North End,GROUP15,Sales Representative
T0000495,C000193,M001,Season Ticket,2025-03-04,2,22.37,44.74,Supporters' End,MEMBER,Online
T0000496,C002119,M001,Season Ticket,2024-12-07,4,24.33,97.32,Supporters' End,MEMBER,Mobile App
T0000497,C002943,M001,Season Ticket,2024-12-25,1,29.0,29.0,East Sideline,MEMBER,Mobile App
T0000498,C000222,M001,Single Match,2025-02-19,4,43.15,172.6,East Sideline,FAMILY,Online
T0000499,C001010,M001,Single Match,2025-01-25,2,45.57,91.14,East Sideline,,Box Office
T0000500,C001806,M001,Premium,2025-01-12,4,183.12,732.48,Club Level,,Mobile App
T0000501,C001457,M001,Season Ticket,2025-01-18,2,34.39,68.78,West Sideline,MEMBER,Mobile App
T0000502,C002159,M001,Season Ticket,2025-02-09,1,34.23,34.23,West Sideline,MEMBER,Mobile App
T0000503,C001422,M001,Single Match,2025-01-05,1,42.17,42.17,East Sideline,,Mobile App
T0000504,C001750,M001,Season Ticket,2024-12-15,1,23.17,23.17,Supporters' End,MEMBER,Mobile App
